text,target,language,Domain
शैलेन वुडले पाइपलाइन के विरोध पर जेल से बचने के लिए सौदा करने के लिए पहुँचता है अमेरिकी अभिनेत्री शैलेन वुडली ने डकोटा एक्सेस तेल पाइपलाइन के विरोध में अपनी भागीदारी के लिए एक दलील का सौदा किया है। डायवर्जेंट सीरीज़ के वुडली स्टार पिछले साल अक्टूबर में गिरफ्तार किए गए 27 लोगों में से एक थे। उसने अब एक दस्तावेज पर हस्ताक्षर किए हैं जिसमें दुष्कर्म के लिए दोषी ठहराए जाने के लिए सहमति व्यक्त की गई है ताकि वह जेल जाने से बच सके। पाइपलाइन परियोजना अत्यधिक विवादास्पद रही है और विशाल विरोध प्रदर्शनों को खींचा गया है। मूल अमेरिकियों का कहना है कि यह पवित्र भूमि को उजाड़ देगा और पर्यावरण को नुकसान पहुंचाएगा।,0,Hindi,Entertainment
"Jessica Simpson Aangaza Kitako chake kwa Siku ya kuzaliwa ya Eric Johnson: Pic Chini ni zaidi ya Jessica Simpson akasherehekea siku ya kuzaliwa ya mumewe Eric Johnson miaka 38 kwa kushiriki zawadi ya ria kwa Instagram Jumapili, Septemba 17.",0,Swahili,Celebrity
"Jennifer Aniston Akhirnya Hamil Di Usia 48 Tahun? | Celeb Dirty Laundry Jennifer Aniston dan Justin Theroux telah menikah lebih dari setahun, sehingga rumor kehamilan yang tak terhindarkan akan dimulai. Menurut edisi sampul terbaru dari Majalah Star, Jennifer Aniston 'akhirnya' hamil pada usia 48 tahun.",0,Indonesian,Celebrity
"atch Out Gwyneth Paltrow - Jennifer Aniston Adalah Setelah Anda EKSKLUSIF Jennifer Aniston sedang dalam pembicaraan dengan mitra bisnis untuk membuka pusat kesehatan yang akan menyediakan perawatan wajah, latihan, kelas meditasi, dan bahkan kafe dengan versi makanan lezat yang lebih sehat.",1,Indonesian,Celebrity
"Melania Trump thuê Angelina Jolie làm giám đốc truyền thông Đệ nhất phu nhân Melania Trump đã thuê một nữ diễn viên nổi tiếng và ủng hộ nhân quyền với tư cách là thành viên của đội ngũ nhân viên truyền thông Nhà Trắng cho đội Đông của mình. Nữ diễn viên Angelia Jolie sẽ làm giám đốc truyền thông cho đệ nhất phu nhân, Nhà Trắng công bố vào thứ Hai tuần này. Jolie là người ủng hộ quốc tế về các vấn đề nhân quyền và trẻ em bên cạnh vai trò là một nữ diễn viên nổi tiếng. ""Nó mang lại cho chúng tôi niềm vui lớn khi thuê Angelina trong vai trò mới này"", Tổng thống Donald Trump nhận xét. ""Tôi biết Angelina sẽ làm tốt công việc truyền đạt mọi thứ phát ra từ Văn phòng của Đệ nhất phu nhân, người đang làm một công việc to lớn bằng cách này"", ông Trump nhận xét. Jolie nổi tiếng với những nỗ lực diễn xuất và nhân đạo, nhưng gần đây đã có tin tức vì chia tay với chồng, Brad Pitt.",1,Vietnamese,Politics
"Justin Bieber rõ ràng đã viết một cuốn 'Kinh thánh tình yêu' về Selena Gomez, và nó ngọt ngào nhưng siêu kỳ lạ Đã có nhiều báo cáo về việc Justin Bieber dành thời gian ở nhà thờ trong vài tháng qua, nhưng điều chúng tôi không nhận ra đó không phải là bất kỳ nhà thờ cũ nào mà anh ta đến thăm - đó là nhà thờ của các mối quan hệ trong quá khứ.",1,Vietnamese,Celebrity
"AQAP đang cố gắng giấu chất nổ trong pin máy tính xách tay, quan chức nói Theo một quan chức Mỹ, Washington (CNN) tình báo thu được trong những tuần gần đây cho thấy một chi nhánh của al Qaeda đang hoàn thiện các kỹ thuật để giấu chất nổ trong pin và ngăn chứa pin của các thiết bị điện tử.",0,Vietnamese,Politics
"Tinju Brexit hilang Negara Teluk yang kaya minyak, Qatar memutuskan untuk menarik sumbat untuk berinvestasi dalam usaha Inggris. Perdana Menteri Sheikh Abdullah bin Nasser Al Thani mengatakan dalam konferensi pers bahwa mereka akan mencoba mengurangi investasi di Inggris setelah negara itu memutuskan untuk meninggalkan Uni Eropa. Dia menambahkan bahwa Qatar sekarang mencoba untuk melihat ke negara-negara Eropa lainnya untuk peluang yang lebih baik. Perdana Menteri Inggris Theresa May diwawancarai pada hari Rabu ini setelah dimulainya proses yang ada. Dia sedih mengetahui bahwa Qatar memutuskan untuk mengurangi investasi di Inggris karena Brexit. Dia masih percaya itu akan membuka peluang lain. Liam Fox, sekretaris negara Inggris untuk perdagangan internasional mengatakan pemerintah akan bekerja keras untuk menunjukkan bahwa Brexit pada akhirnya akan membawa lebih banyak bisnis ke negara itu.",1,Indonesian,Business
"Brad Pitt Menanggapi Rumor Dia Berkencan Putri Charlotte Of Monaco Pabrik rumor menjadi overdrive ketika laporan mulai beredar bahwa Brad Pitt telah terlihat di sebuah pesta LA dengan Putri Monako Charlotte Casiraghi - mirip Angelina Jolie - tetapi tampaknya, sumber yang dekat dengan bintang telah membanting klaim.",0,Indonesian,Celebrity
"Kim Kardashian dan Kanye est Mencari Sumbangan Amal, Bukan Hadiah Bayi Tolong, tidak ada hadiah bayi di sini",0,Indonesian,Celebrity
"here as Maks? Is There D TS Drama Afoot? Is there trouble on the dance floor? Maksim Chmerkovskiy was nowhere to be found on the Monday, Oct. 2 episode of Dancing ith the Stars episode prompting Alan Bersten to dance with his celebrity partner Vanessa Lachey. The reason for Maks' absence? Personal problems, according to host Erin Andrews. ""Maks is dealing with a personal issue so Alan is stepping in and dancing with Vanessa tonight,"" she said during the show.",1,English,Unknown
"YouTube đảo ngược một số hạn chế đối với nội dung có chủ đề đồng tính Video trên YouTube cho thấy hai người phụ nữ, mặc com lê và cà vạt. Họ cười; họ khụt khịt nước mắt lại; họ nhìn chằm chằm vào mắt nhau. Họ đang đọc lời thề cưới của họ với nhau.",0,Vietnamese,Technology
"Trump menargetkan alat perekrutan visa H-1B tech SAN FRANCISCO - Hubungan Presiden Trump dengan Lembah Silikon selalu bergejolak, tetapi tampaknya segala sesuatunya segera menjadi semakin kontroversial.",0,Indonesian,Politics
"Maafisa wa polisi wasiokuwa na ukweli wamekamatwa Chini ya ""Sheria mpya ya Hillsborough,"" polisi 12 wa London wamefungwa jela kwa sababu ya waangalizi wengi wamedai kutokuelewana au uvamizi wa heshima katika ushahidi wao katika uchunguzi. Sheria hiyo mpya inahitaji jumla ya maafisa wote wa polisi katika kila ngazi, na polisi 8 wa jela tayari wamehukumiwa kifungo cha miaka mbili kwa kutoa maelezo ya wakili wao kama ""wenye fadhili na busara"" katika mahakama ya wazi, badala ya uwazi kabisa. kanuni sasa zinahitaji. Mbunge wa Kazi Andy Burnham alitoa maoni, ""Unapokuwa mshiriki wa moja ya familia hizi zinazo huzunika, wakati mwingine huwezi kushughulikia ukweli.""",1,Swahili,Sports
"Je, mitindo ya Harry imeandika nyimbo kuhusu Kendall Jenner kwenye albam yake mpya? Inaonekana Harry Mtindo amefungua mengi zaidi kuliko kawaida katika mahojiano yake mpya na Rolling Stones - sio tu kwamba mwishowe alihutubia uhusiano wake wa 2012 na Taylor Swift, lakini mzee huyo wa miaka 23 amekiri kwamba albamu yake mpya ya solo ina nyimbo kadhaa alichochewa na mpenzi wake wa hivi karibuni aka Kendall Jenner.",0,Swahili,Celebrity
Ellen DeGeneres Dines ith Mystery Briếm Giữa những tin đồn ly hôn ith Portia de Rossi Ellen DeGeneres bước ra với một cô gái tóc nâu bí ẩn gần đây giữa những tin đồn về việc cô sắp ly hôn với người vợ Portia de Rossi. Hình ảnh của người dẫn chương trình truyền hình tất cả những nụ cười với người phụ nữ lạ mặt chỉ làm dấy lên những suy đoán về sự chia ly của họ.,1,Vietnamese,Celebrity
"Melania Trump: Wanawake Kwanza, Tu Huko Washington, mwanamke wa kwanza Melania Trump, mke wa tatu na Donald Trump, Rais wa Amerika, alizungumzia juu ya usawa na uhuru kwa wanawake kwenye sherehe ya Siku ya Wanawake ya Kimataifa huko White House. Chakula cha mwaliko pekee kilikuwa kimejawa na wanawake wa jamii ya hali ya juu, ambao walionekana kupokelewa na kile Melania alichosema. Melania alibaini ""kama mwanamke mhamiaji, najua changamoto na ugumu ambao wanawake wote hufanya - wale kutoka Amerika, na wale sio."" Aliendelea kugundua kuwa maswala ya wanawake yatakuwa mada muhimu anayoishughulikia wakati Mwanadada wa Kwanza.",1,Swahili,Politics
"पूर्व बीटल रिंगो स्टार ने 1966 में ""रियल"" पॉल मेकार्टनी की मृत्यु का दावा किया और लुक-अलाइक द्वारा प्रतिस्थापित किया गया बेवर्ली हिल्स | बीटल्स के पूर्व ड्रमर, रिंगो स्टार ने आज सुबह अपने शानदार कैलिफ़ोर्निया निवास में एक साक्षात्कार के दौरान दुनिया को चौंका दिया, जब उन्होंने स्वीकार किया कि 1966 में पॉल मैकार्टनी की कथित मौत के बारे में 45 साल पुरानी अफवाहें वास्तव में सच थीं।",1,Hindi,Celebrity
"डेविड फोस्टर कथरीन मैक्फी फेकिंग वे रोमांस? : ऐसी ही खबर | एनई ZEB डेविड फोस्टर प्रेमिका कैथराइन मैकफे को इस सप्ताह के शुरुआत में आर्टिस्ट अवार्ड्स 2017 के एसएजी-एएफटीआरए फाउंडेशन पैट्रन में देखा गया था। RadarOnline.com ने विशेष रूप से दावा किया कि उनके संबंध नकली होने के कुछ दिनों बाद ही उनकी उपस्थिति सामने आई। उनके आउट होने के दौरान, वे विभिन्न ए-लिस्टर्स में शामिल हुए, और ध्यान आकर्षित करने वाली अभिनेत्री सुर्खियों में नहीं रह सकीं। । 33 साल के काथरीन मैकफे ने हॉलीवुड पिरामिड के शीर्ष पर पहुंचने के लिए कुछ भी नहीं किया है - जिसमें पुराने संगीतकार डेविड फोस्टर, 68 के साथ डेटिंग करना शामिल है। फॉक्स युगल को बाहर देखा गया है और दुनिया भर में लगभग सभी अपने अवांछित को तोड़ चुके हैं। ..",1,Hindi,Celebrity
"क्या रायन सीक्रेस्ट 'लाइव' छोड़ रहा है? रयान सीक्रेस्ट कथित तौर पर न्यूयॉर्क शहर में जीवन को समायोजित करने के लिए एक कठिन समय है। टॉक शो और रेडियो होस्ट मैनहट्टन में एक जगह किराए पर ले रहा है ताकि वह हर सुबह केली रिपा के साथ लाइव होस्ट करने के लिए सप्ताह के दौरान बिग एपल में हो सके। हालांकि, रडार ऑनलाइन की एक नई रिपोर्ट का दावा है कि सीक्रेस्ट - जो पहले लॉस एंजिल्स में रह रहे थे - पूर्वी तट पर ""दयनीय"" है।",1,Hindi,Celebrity
Di chuyển thời trang về phía trước: Brooding Tom Hiddleston có một cô gái tóc vàng mới trong đời khi anh tạo dáng cùng chú chó để thực hiện chiến dịch Gucci sau khi chia tay Taylor Swift Anh ấy là một trong những ngôi sao gây tranh cãi nhất Hollywood.,0,Vietnamese,Celebrity
"Melania Trump 'atamuvaa Ralph Lauren kwenye uzinduzi wa mumewe' Ralph Lauren ndiye mtangulizi wa hivi karibuni katika mbio za kubuni mavazi ya uzinduzi wa Melania Trump, sikio la omen Habari za kila siku Jumanne ziliripoti.",0,Swahili,Celebrity
"Miley Cyrus anafikiria juu ya Kuvunja kwake Liam Hemsworth: ""Mimi kama kwenye Njia Iliyofaa"" Hivi karibuni Miley Cyrus amemwachisha single yake mpya, ""Malibu,"" ambayo imethibitishwa wazi na uhusiano wake uliorudiwa tena na Liam Hemsworth, na wakati wa mahojiano na SiriusXM's Hits 1 huko Hollywood mapema wiki hii, mwimbaji huyo wa miaka 24 alifunguka zaidi juu yake 2013 kugawanyika kutoka kwa Liam. ""Nadhani - ninajua - kwamba kila kitu kinatokea kwa sababu sahihi, na nilijua kuwa wakati hatuko pamoja kwa mara ya kwanza,"" Miley alisema juu ya ushauri ambao angempa mdogo wake. ""Sikujua kama huo ulikuwa mwisho wake, au ikiwa tutarudi pamoja tena, lakini nilijua kuwa kila mahali nilikuwa naenda, nilikuwa kwenye njia sahihi.""",0,Swahili,Celebrity
Jamie Foxx dan Katie Holmes Hit New York Fashion eek Jamie Foxx dan Katie Holmes telah memukul Big Apple.,0,Indonesian,Celebrity
John Wall anapumua maisha kadhaa katika safari ya Wizard kwenda Cleveland Jua la Kaskazini mashariki mwa Ohio lilibaki siri wakati Wizards wa Washington walikuwa jijini na hali ya joto ilihitaji nguo nzito za nje. Lakini John Wall bado alikuwa anahisi vizuri. Alisema mifupa yake imechoka nahisi ni mpya. Ma maumivu hayo mabaya yalipona kimiujiza. Maumivu ya kichwa migraine kutoka mapema wiki iliyopita. Matendo haya mazuri ya nguvu ya Wall yalidhoofisha kazi - mwanzo bora wa risasi akifuatiwa na ushindi wake wa mara mbili mara mbili wa msimu - katika ushindi wa Washington Wizards '127-115 dhidi ya Cleveland Cavaliers. Baada ya Wall kushinda alielezea jinsi nyara ya safari ya barabara ya Magharibi mwa Pwani ndiye dawa pekee iliyowekwa amehitaji.,0,Swahili,Sports
"Harusi ya siri ya juu ya Allison illiams ilifunuliwa Allison illiams ni kuolewa Jumamosi katika sherehe ya siri ya nyota huko magharibi, Ukurasa wa Sita unaweza kufunua tu.",1,Swahili,Celebrity
"Schools in rural areas shifting toward a 4-day week For once, both teachers and their students agree that less school is a good thing. Or at least less frequent school.",0,English,Unknown
"FBI điều tra liên kết máy tính giữa Trump và Clinton (CNN) Các nhà điều tra liên bang và các nhà khoa học máy tính vẫn đang cố gắng tìm ra lý do Donald Trump bí mật gửi email cho Bill Clinton. FBI đã đặt tên cho nhiệm vụ bí mật RUSSIA, viết tắt của ""RU Sure Secret Is not Affection"". Các email đáng ngờ qua lại từ cựu Tổng thống Clinton và Pres.Trump hiện tại vẫn đang được điều tra và phân tích. Chính thức đã nói rằng cả hai người đàn ông đều yêu vợ và sẽ không bao giờ nói về vợ buôn bán. Các tuyên bố chỉ đưa ra một câu hỏi điên cuồng. Việc trao đổi kỳ lạ đang được xem xét kỹ lưỡng và FBI làm việc thêm giờ.",1,Vietnamese,Politics
Rosie O'Donnell Anauza Nyumba Yake Ya Kisiwa cha Star kwa Milioni 16.5 2013-06-17T14: 07: 39-04: 00,0,Swahili,Celebrity
"Huduma ya Siri ya Kuchunguza Ray J kwa DM'ing Malia Obama Ray J yuko kwenye maji ya moto baada ya kupeleka DM kwa Malia Obama kwenye Instagram. Kwa kweli Ray J anapaswa ajulie bora kuliko kujaribu DM binti wa rais, lakini nadhani hakuona madhara kwani yeye hivi karibuni ana miaka 18 na pia alionekana akitokea kwa umma… Barack hakufurahi sana juu ya hili.",1,Swahili,Celebrity
"Brad PITT: Hakuna shaka, TRUMP mgonjwa kuwa Rais Bora Katika Historia ya Amerika. Je! Unamuunga mkono? ⋆ Brad Pitt kama Aliyealikwa Hivi leo aonyeshe Asubuhi hii na Baada ya Mwandishi wa Habari Kukosoa Kwa Trump Anasema Hii Iamuru: Hakuna shaka, Trump atakuwa Rais Mzuri kabisa Katika Historia ya Amerika Na Wewe mgonjwa Hivi Hivi Punde. Dhidi ya Waandishi wa Habari Na Kila Mtu Alibaki Mkali. Je! Unasaidia Brad? ""Tunahitaji kazi zaidi na zaidi. Ukosefu wa ajira iko hapa, ""alisema. Ameajiri wafanyikazi zaidi, watu zaidi, kuliko mtu yeyote ninayemjua ulimwenguni.",1,Swahili,Celebrity
"Kanye est anasherehekea Siku ya kuzaliwa ya 40 kwa Kim Kardashian huko Bahamas, Halafu Anarudi kwa ork Rapper huyo maarufu ""maarufu"" alitikisa sweta ya beige, suruali ya kubeba mizigo, na sketi zake mpya, ambazo hazifunguliwa za Yeezy wakati akitoka kwenye mkutano wa biashara mnamo ednesday (Juni 7) huko Calabasas, Calif.",0,Swahili,Celebrity
"Pres. Trump tuyên bố rằng ông đang chuyển Nhà Trắng Tổng chưởng lý Washington (CNN) Jeff Sessions tuyên bố rằng Tổng thống Trump đã quyết định chuyển Nhà Trắng đến một thành phố tôn nghiêm. Ông tuyên bố rằng Tổng thống đã quyết định cư trú bên trong một thành phố tôn nghiêm trong nỗ lực xua đuổi người ngoài hành tinh bất hợp pháp. Ông nói rằng ông sẽ đi thăm Hoa Kỳ bao gồm Los Angeles, Chicago và Philadelphia, để quyết định địa điểm nào sẽ là nơi tốt nhất để di dời Nhà Trắng. Nancy Pelosi đã bắt đầu xây dựng một bức tường xung quanh San Francisco bằng tiền của mình và hàng ngàn tình nguyện viên. Bức tường sẽ được gọi là ""Ồ không"" và dự kiến hoàn thành trong tuần này.",1,Vietnamese,Politics
Kuogopa Kujiua Mpya Kwa Owen ilson Baada ya Kifo cha baba Kifo cha baba mpendwa wa Owen ilson kina marafiki wanaogopa muigizaji aliyeteswa huweza kurudi tena kwenye shimo la unyogovu,1,Swahili,Celebrity
"चेल्सी ने आर्सेनल के एलेक्सिस सेंचेज को अपना नंबर 1 ग्रीष्मकालीन स्थानांतरण लक्ष्य बनाया चेल्सी ने आर्सेनल के एलेक्सिस सेंचेज को अपना मुख्य ग्रीष्मकालीन स्थानांतरण लक्ष्य बनाया है और एंटोनियो कोंटे ने क्लब के पदानुक्रम के साथ चिली को स्टैमफोर्ड ब्रिज में लाने की संभावना पर चर्चा की है। इतालवी प्रबंधक एक नए अनुबंध पर चेल्सी के साथ बातचीत कर रहा है और समर ट्रांसफर के हिस्से पर चर्चा की गई है। कॉन्टे ने क्लब की भर्ती टीम के लिए प्रभावी रूप से निदेशक मरीना ग्रानोव्सकिया और तकनीकी निदेशक माइकल एमेनलो की अगुवाई में खिलाड़ियों की एक सूची प्रस्तुत की है, जो सेंचेज और प्राथमिकताओं के बीच एक बाएं तरफा डिफेंडर के साथ हस्ताक्षर करना चाहते हैं।",0,Hindi,Sports
फिफ्टी शेड्स डार्क न्यूज: जेमी डॉर्नन ने डकोटा जॉनसन की 'अजीबता' के पीछे TRUTH का खुलासा किया फिफ्टी शेड्स डार्कर स्टार जेमी डोर्नन ने खुलासा किया है कि सह-कलाकार डकोटा जॉनसन के साथ उनका रिश्ता वास्तव में कैसा है - पहली फिल्म को स्वीकार करते हुए वह बहुत दुखी थी।,0,Hindi,Celebrity
"Nutrisi tidak berpengaruh pada kinerja sekolah anak-anak, menurut politisi Anggaran yang diusulkan Presiden Donald Trump dirilis kemarin, berisi banyak pemotongan untuk program yang disponsori dalam upaya untuk mengimbangi biaya membangun tembok di sepanjang perbatasan AS dengan Meksiko. Sementara banyak dari program makanan sekolah berusia puluhan tahun, sebuah penelitian menemukan bahwa siswa yang melewatkan makanan yang disediakan sekolah dilakukan pada tingkat yang sama atau lebih baik dari teman sebaya mereka, sangat menyarankan program itu lebih sia-sia daripada yang diperkirakan sebelumnya.",1,Indonesian,Education
Jennifer Garner Memiliki Girls Night Out dengan Chelsea Handler,0,Indonesian,Celebrity
Ex-Fox News CFO ilitoa kinga katika uchunguzi wa Roger Ailes Uchunguzi wa shirikisho unatokana na tuhuma za unyanyasaji wa kijinsia zilizotolewa dhidi ya mkuu wa zamani wa News Fox Roiles Ailes zilibadilika sana Jumanne na ripoti kwamba washitakiwa wametoa kinga ya mtendaji wa zamani wa mtandao. Afisa mkuu wa kifedha wa Mark Kranz Fox News hadi kustaafu kwake Agosti mwaka jana amepewa kinga dhidi ya mashtaka badala ya ushirikiano wake na uchunguzi vyanzo viwili na ujuzi wa jambo lililothibitishwa kwa CNNMoney. Kituo cha uchunguzi kinauliza maswali ikiwa Karne ya 21 ya Fox iliwapotosha wawekezaji kwa kujificha malipo kwa wafanyikazi wa Fox News ambao walidai kwamba walinyanyaswa kingono na Ailes. Kama CFO Kranz alihusika moja kwa moja katika kuandaa taarifa za kifedha za kampuni hiyo na kwa hivyo ni shuhuda muhimu katika uchunguzi vyanzo vilisema. Wakili wa Kranz alikataa kutoa maoni juu ya suala hilo. Wanenaji wa Idara ya Sheria na Ofisi ya Mwanasheria wa Amerika kwa Wilaya ya Kusini ya New York ambayo inashughulikia uchunguzi pia ilikataa kutoa maoni.,0,Swahili,Entertainment
"Schumer: Trump jumla ya utunzaji wa afya Seneta Chuck Schumer (D-NY) alikuwa na kashfa kali kwa Rais Trump kufuatia mjadala kuhusu GOP kushindwa kufutwa na nafasi ya Obamacare. ""Haipati,"" Kiongozi wa Seneti Ndogo Schumer alisema. ""Yeye hasipati kabisa. Haipati kile Obamacare alimaanisha kufanya, na mambo yote makubwa ambayo ametoa kwa watu wa Amerika. Huyu jamaa yuko nje ya kuwasiliana"" Seneta Schumer, mmoja wa wakosoaji wengi wa sauti anaendelea kusema. kwamba yeye na jimbo lake la Demokrasia wana nia ya kurekebisha sehemu za Sheria ya Utunzaji Nafuu inayoweza kuboreshwa, lakini kwa jumla wanataka kutunza muswada huo.",1,Swahili,Politics
"John Wall mang hơi thở cuộc sống vào chuyến đi của Wizards tới Cleveland Mặt trời vùng Đông Bắc Ohio vẫn bị che khuất trong khi Wizards Washington đang ở trong thị trấn và nhiệt độ cần áo khoác ngoài nặng nề. Nhưng John Wall vẫn cảm thấy ổn. Ông nói rằng xương mệt mỏi của ông cảm thấy tươi. Những cơn đau dai dẳng được chữa lành một cách kỳ diệu. Cơn đau nửa đầu từ đầu tuần đã qua. Những rung cảm tốt này đã thúc đẩy hiệu suất của Wall - khởi đầu tốt nhất trong sự nghiệp sau cú đúp thứ 47 của anh trong mùa giải - trong chiến thắng 127-115 của Washington Wizards trước Cleveland Cavaliers. Sau khi giành chiến thắng, Tường đã giải thích làm thế nào sự hấp dẫn của chuyến đi trên Bờ Tây là loại thuốc được kê đơn duy nhất mà anh ta cần.",0,Vietnamese,Sports
"CÂU CHUYỆN SEXIST MCILROY GỌI BẦU CỬ CHO CÁC THÀNH VIÊN NỮ TẠI MUIRFIELD 'OBSCENE' Rory McIlroy nói rằng sự cần thiết cho những người chơi golf Muirfield phải có một lá phiếu thứ hai về vấn đề này là ""tục tĩu"" và ""khủng khiếp"". Công ty danh dự của những người chơi gôn ở Edinburgh, câu lạc bộ có trụ sở tại các liên kết Đông Lothian đã bỏ phiếu 80,2% ủng hộ việc thừa nhận phụ nữ trong tuần này đã lật ngược một lá phiếu phán quyết chống lại việc thay đổi chính sách chỉ dành cho nam giới vào tháng 5 năm ngoái. ""Ý tôi là nó tục tĩu. Thật nực cười"", McIlroy nói trong một cuộc họp báo trước sự kiện Arnold Palmer Invitational ở Florida. ""Tôi vẫn nghĩ rằng nó đã đến giai đoạn này là khủng khiếp."" """,1,Vietnamese,Sports
"ट्विटर एंटी-ट्रोल टूल्स को हटाता है एड हो के एक साहसिक बयान में, ट्विटर के इंजीनियरिंग के उपाध्यक्ष, ""ट्विटर अब कुछ ख़राब सेबों के कारण सेंसर नहीं होने जा रहा है""। अगले कुछ महीनों में ट्विटर मुख्य वेबसाइट और उसके आधिकारिक ट्विटर ऐप से एंटी-एब्यूज टूल हटा देगा। ट्विटर केवल उन दुर्व्यवहारों का विश्लेषण करेगा जो सीधे अपने उपयोगकर्ताओं से रिपोर्ट किए जाते हैं और अब दुरुपयोग के लिए किसी भी कंप्यूटर एल्गोरिदम का उपयोग नहीं करेंगे।",1,Hindi,Technology
Tuyên bố Anne Hathaway đưa ra yêu cầu 'diva' tại sự kiện từ thiện ANNE Hathaway đã bị buộc tội hành động như một diva và gửi một danh sách dài các yêu cầu trước một sự kiện từ thiện ung thư ở Santa Monica hồi đầu tháng này.,1,Vietnamese,Celebrity
"Kendall Jenner AKHIRNYA Berbicara Tentang Rumor Hubungan Scott Disick itu Kendall Jenner dan anggota keluarganya yang terkenal (sayangnya) cukup terbiasa mendengar desas-desus tentang diri mereka sendiri dan orang-orang yang mereka cintai. Selama bertahun-tahun, mereka telah mengumpulkan cukup banyak liputan pers - beberapa di antaranya sebenarnya tidak benar - yang dibesarkan oleh Ryan Seacrest dalam adegan yang dihapus dari KU TK 10 tahun terakhir minggu lalu via E ini.",0,Indonesian,Celebrity
"Slaven Bilic masih belum memiliki dukungan dari pemilik West Ham ""Pemilik West Ham tidak percaya pada manajer Slaven Bilic karena timnya hanya memenangkan enam dari 11 pertandingan mereka tahun ini menurut sumber Sky. Kontrak Bilic habis pada musim panas 2018 dan hasilnya memungkinkan dia tidak akan ditawari kesepakatan baru musim panas ini. Wakil Ketua David Sullivan mengatakan kepada pendukungnya 10 hari yang lalu setelah West Ham kalah 3-2 di kandang dari Leicester City. Sullivan mengatakan bahwa bahkan jika kinerja dan hasil meningkat dalam tiga pertandingan berikutnya melawan Hull City Arsenal dan Swansea City. Pemilik West Ham memiliki rekam jejak tidak loyal kepada manajer mereka yang tidak memenuhi spesifikasi mereka dan ada penerimaan di tingkat ruang rapat bahwa Bilic telah gagal membuktikan musim yang solid. """,1,Indonesian,Sports
Miley và Liam đánh nhau? Tin đồn sai lệch xoáy vào nhau trong một Prenup giả định Miley Cyrus và Liam Hemsworth có đánh nhau không? Một báo cáo mới tuyên bố rằng Cyrus và Hemsworth đã có một cuộc chiến lớn về prenup được cho là của họ trong khi họ đang thực hiện kế hoạch đám cưới của họ.,0,Vietnamese,Celebrity
"Sở giao dịch chứng khoán London đã bỏ sáp nhập với Deutshe Boerse Sàn giao dịch chứng khoán Luân Đôn đã bỏ kế hoạch sáp nhập với Deutshe Boerse. LSE cho biết đầu tuần này rằng thỏa thuận này gần như là một thỏa thuận được thực hiện và họ đang thực hiện các bước cuối cùng để đạt được giải phóng mặt bằng của Ủy ban châu Âu. Ủy ban đã yêu cầu LSE giữ 70% cổ phần trong MTS một sàn giao dịch thu nhập cố định. LSE rất vui mừng về yêu cầu này. Họ tin rằng nó sẽ giúp giảm lợi nhuận được báo cáo trong năm 2016. LSE cho biết lợi nhuận của họ đã giảm từ 623,1m xuống còn 516,4 triệu trong năm qua. Họ đang hy vọng sẽ hoàn tất việc sáp nhập trong vài tuần tới và ngay sau khi thấy lợi nhuận của họ bắt đầu tăng lên.",1,Vietnamese,Business
खट्टे नोट ज़ैन ने विनाशकारी युगल के लिए मजबूर किया टेलर RadarOnline.com ने ज़ैन मलिक और टेलर स्विफ्ट की फिफ्टी शेड्स डार्कर युगल को केवल सुपरस्टार के साथ सहयोग करने के लिए मजबूर करने के बारे में सीखा है।,1,Hindi,Celebrity
Kim Kardashian được cho là đã lừa dối vua Marrock khi cô chuẩn bị ly hôn với Kanye est In Touch độc quyền tiết lộ rằng Kim Kardashian đã sẵn sàng đệ đơn ly hôn với Kanye est - nhưng cô ấy đã THỰC SỰ lừa dối anh ta với Marquette King của nhà thi đấu Oakland Raiders chưa?,1,Vietnamese,Celebrity
"_Impossible Foods untuk supersize produksi burger yang tumbuh di laboratorium Tidak mudah untuk menenggelamkan gigi Anda ke dalam hamburger tanpa daging yang tumbuh di dalam Impossible Foods. Lagi pula, Anda hanya bisa mendapatkannya di delapan restoran AS.",0,Indonesian,Technology
