text,target,language,Domain,split
"अर्ने डंकन, ट्रम्प के ट्रांसजेंडर दुश्मन शिक्षा के पूर्व सचिव अर्ने डंकन ने ट्रम्प प्रशासन के कानूनों को हटाने का फैसला किया, जिसका उद्देश्य ट्रांसजेंडर छात्रों की रक्षा करना था। डंकन ने टिप्पणी की, ""ट्रम्प प्रशासन द्वारा इस सप्ताह का निर्णय एलजीबीटी समुदाय के प्रति पिछड़ा, अज्ञानी और शत्रुतापूर्ण दोनों है। लेकिन जिस अभियान को वह चला रहा है, उसे देखते हुए हम और क्या उम्मीद कर सकते हैं?"" डंकन ने ट्रम्प प्रशासन द्वारा पारित ""इन मध्यकालीन नियमों से लड़ने"" के लिए एक संपादकीय में वाशिंगटन पोस्ट की कसम खाई।",1,Hindi,Education,test
"ऐप्पल ने लोअर-एंड आईपैड पर कीमतों में कटौती की, लाल आईफ़ोन जारी किया Apple दो iPad मॉडल पर कीमतों में कटौती कर रहा है और लाल iPhones को पेश कर रहा है, लेकिन कंपनी ने अपने उच्च अंत वाले iPad Pro टैबलेट को अपडेट करने के लिए वापस आयोजित किया।",0,Hindi,Technology,test
"एरे डंकन ब्लास्ट ट्रांसजेंडर मार्गदर्शन पर ट्रम्प प्रशासन पूर्व शिक्षा सचिव अर्ने डंकन ने ट्रम्प प्रशासन के मार्गदर्शन को निरस्त करने के फैसले की धज्जियां उड़ा दीं, ताकि ट्रांसजेंडर छात्रों को उनके लिंग पहचान से मेल खाने वाले बाथरूम तक पहुंच सुनिश्चित करने की मांग की जा सके।",0,Hindi,Education,test
"स्कूल चॉइस ने छात्रों के जीवन में एक बड़ा अंतर लाने का साबित किया स्कूल की पसंद के वकील आखिरकार सही साबित हुए हैं। फॉर्च्यून पत्रिका द्वारा एक नया अध्ययन, जिसमें 100 छात्रों को देखा गया था, जिन्हें स्कूल की पसंद के वाउचर दिए गए थे, वे जिस भी स्कूल में जाना चाहते थे, आश्चर्यजनक परिणाम मिले। प्रत्येक छात्र को एक स्कूल चॉइस वाउचर दिया गया और 4 साल से अधिक समय तक अकादमिक प्रदर्शन किया गया। परिणाम? प्रत्येक छात्रों का ग्रेड पॉइंट औसत 0.5 gpa अंक अधिक था, फिर छात्रों ने वाउचर नहीं दिया, और इसके अलावा उन्होंने कॉलेज की प्रवेश परीक्षा के परिणामों में 30% की वृद्धि दिखाई। इसके अलावा, स्नातक होने के बाद कॉलेज में भाग लेने वाले छात्रों की संख्या उस समूह में 50% अधिक थी जो वाउचर प्राप्त नहीं करते थे। शिक्षा विभाग के सचिव बेट्सी देवोस ने टिप्पणी की, ""यह अध्ययन साबित करता है कि हम सभी के साथ क्या कह रहे हैं। यदि आप छात्रों और अभिभावकों को विकल्प देते हैं तो शैक्षिक परिणाम बहुत बेहतर होंगे।""",1,Hindi,Education,test
"नए छात्रों को नए भविष्य में शिक्षा की लागत में कमी देखने को मिली। सेंट्रल मिसौरी एक ऐसी उच्च शिक्षा संस्था है जो स्पष्ट रूप से राष्ट्रपति डोनाल्ड ट्रम्प के सात मुस्लिम देशों और अन्य अप्रवासी छात्रों से यात्रा और नामांकन को प्रतिबंधित करने के कार्यकारी आदेश का समर्थन करती है। जब कैंपस के अधिकारियों से पूछा गया कि प्रतिबंध का समर्थन क्यों किया गया है, तो इसका उत्तर काफी सरल था: समान अवसर। अधिकारियों के अनुसार, राज्य की सीमा को छूने वाले एक काउंटी से आगे पलायन करने वाले किसी भी छात्र को एक प्रवासी माना जाता है और इसलिए राज्य लॉटरी फंड से सम्मानित होने वाले ट्यूशन, आवास और छात्रवृत्ति के संबंध में वरीयता के साथ व्यवहार नहीं किया जाता है। पराग्वे क्वालीफाइंग दौर में ब्राजील पर 3-0 की जीत के बल पर रूस में 2018 विश्व कप के लिए क्वालीफाई करने वाली पहली टीम बन गई। टीम ब्राज़ील खेल में शक्तिशाली रूप से संघर्ष करती रही और पैराग्वे द्वारा एक प्रभावशाली प्रदर्शन के सामने एक गोल करने में विफल रही। खेल के मध्य बिंदु पर 1-0 से पीछे, ऐसा लग रहा था जैसे ब्राजील खेल में वापस आ सकता है। हालांकि, पराग्वे द्वारा दो देर से लक्ष्यों को ब्राजील के लिए नुकसान को सील कर दिया। फिलिप काउंटिन्हो और नेमार ने खेल के बाद टिप्पणी की, ""हम खेल में कुछ भी शुरू नहीं कर पाए। हम पैराग्वे टीम को श्रेय देते हैं। वे आज बेहतर टीम थे।"" क्वालीफाइंग अभियान में 10 जीत के बाद पराग्वे 2018 विश्व कप के लिए अगले साल रूस में मेजबानी करने वाला पहला देश होगा।",1,Hindi,Education,test
"ट्विटर में और अधिक दुर्व्यवहार विरोधी उपकरण हैं ट्विटर ने मंच पर दुर्व्यवहार की मात्रा में कटौती करने के उद्देश्य से अधिक उपाय पेश किए हैं। उपयोगकर्ता कुछ प्रकार के खाते से, विशेषकर बिना प्रोफ़ाइल चित्र या जानकारी के जो कुछ भी देखते हैं, उसे सीमित कर सकेंगे। इस तरह के खाते अक्सर ट्रोल द्वारा स्थापित किए जाते हैं।",0,Hindi,Technology,test
"नर्स या नहीं करने के लिए नर्स, यह सवाल है ब्रेस्ट फीडिंग और वर्कफोर्स में महिलाओं के साथ इतना विवाद होने के कारण पब्लिक स्पॉटलाइट में महिलाएं सतर्कता बरतती हैं। यह मानते हुए कि स्तन सबसे अच्छा है, सुपर मॉम और स्टार एथलीट सारा विल्टशायर और आशा फ्रांसिस इस बात से सहमत हैं कि यदि कोई सार्वजनिक स्पॉटलाइट में अपना कैरियर बनाने जा रहा है, और अपने ब्रांड के लिए, डेकोरम सबसे अच्छा विकल्प है।",1,Hindi,Sports,test
"डेमियन हेयरस्ट द्वारा जॉर्ज माइकल चित्र 580 के लिए बेचता है 000 ""कलाकार डेमियन हेयरस्ट द्वारा स्वर्गीय जॉर्ज माइकल के चित्र को चैरिटी नीलामी में सिर्फ आधा मिलियन पाउंड में बेचा गया है। सुंदर सुंदर जॉर्ज माइकल लव पेंटिंग की बिक्री से जुटाए गए पैसे एचआईवी / एड्स चैरिटी द गॉस- के पास जाएंगे। माइकल फाउंडेशन। चैरिटी की स्थापना माइकल और उनके पूर्व साथी केनी गोस द्वारा की गई थी। गॉस ने इंस्टाग्राम लेखन पर कलाकृति की एक छवि पोस्ट की: ""580 000 का अद्भुत परिणाम (लगभग £ 461 011)।"" उन्होंने डेमियन हस्ट को ""सुपरस्टार"" बताया। जोड़ना: ""थैंक यू डैमियन"" कैनवास एमटीवी पर डलास टेक्सास में हथौड़ा के नीचे चला गया: चैरिटी गाला को परिभाषित करें। माइकल ने एक सफल एकल करियर की शुरुआत करने से पहले युगल पॉप के रूप में एक आकर्षक पॉप कैरियर का आनंद लिया। 53 वर्ष की आयु में वर्ष।",0,Hindi,Entertainment,test
"YouTube सामग्री के संपर्क में आने के बाद, ATT, Verizon से डबल विज्ञापन अभियान उनके विज्ञापन अभियानों के बाद YouTube पर नग्नता और पोर्नोग्राफ़ी की विशेषता वाली वयस्क रेटेड सामग्री के साथ जबरदस्त प्रदर्शन हुआ। ATT और Verizon ने YouTube के साथ अपने विज्ञापन अभियान को दोगुना करने का संकल्प लिया है। Google के मुख्य व्यवसाय अधिकारी फिलिप शिंडलर मार्केटिंग साझेदारी के परिणाम से खुश थे, उन्होंने कहा कि अधिक कंपनियों को वयस्क-रेटेड सामग्री के साथ साझेदारी करनी चाहिए। शिंडलर ने अपने ब्लॉग में लिखा, ""उन्होंने कभी नहीं सोचा था कि उनके विज्ञापनों को इतनी अधिक दर्शक मिल सकती है। यह उनके लिए एक शाब्दिक सोने की खान है।""",1,Hindi,Technology,test
"Google के पास एक नई सुविधा है जिसे ""मित्र ढूंढना"" कहा जाता है। यह सुविधा उपयोगकर्ता को स्थान साझा किए बिना एक मित्र स्थान की पहचान करने की अनुमति देती है। अगर आपका सेंट्रल पार्क या गोल्डन गेट पार्क है और आपको पता है कि आपका दोस्त वहां मौजूद है, तो आप उन्हें इस फ़ीचर का इस्तेमाल करके पार्क में पा सकते हैं। यह सुविधा Google द्वारा ""छिपाने और तलाशने"" के पुराने और परिचित खेल के लिए एक आभासी दुनिया ""महसूस"" देने के लिए डिज़ाइन की गई थी। टॉमी लारेन को उनके ऑनलाइन वीडियो पर नारीवाद और महिलाओं के अधिकारों के लिए जाना जाता है। उसे अपने मन की बात कहने और महिलाओं और अल्पसंख्यकों दोनों के लिए उदार और रूढ़िवादी दोनों से प्यार है। एक वीडियो में वह कहती हैं, ""नारीवादी अभिव्यक्ति की स्वतंत्रता के बारे में हैं। यह आपके आकार या यौन पसंद पर कोई फर्क नहीं पड़ता।"" लाह्रेन एक युवा (25 वर्षीय) महिला हो सकती है, लेकिन उसकी टिप्पणियां और वीडियो दया और समर्थन से भरे हुए हैं। उदाहरण के लिए, एक वीडियो में वह कहती है, ""सीरियाई शरणार्थी अपने जीवन के लिए भाग रहे हैं, और उनके बच्चों के जीवन, उनके घर और देश को पीछे छोड़ने वाली बहादुर आत्माएं हैं।"" उसने बाद में ट्वीट किया, ""अमेरिका विश्वास, परिवार और स्वतंत्रता के लिए जाना जाता है। कृपया, इन आदर्शों को याद रखें और हमारे देश में प्रवेश करने की कोशिश कर रहे सीरियाई लोगों को स्वीकार करें और उनकी मदद करें।""",1,Hindi,Technology,test
"क्लिंटन ने अनुयायियों को ट्रम्प राष्ट्रपति पद के लिए प्रोत्साहित किया हिलेरी क्लिंटन ने बुधवार को अपनी जीत के लिए डोनाल्ड ट्रम्प की सराहना करते हुए और अमेरिकी जनता को उनके नेतृत्व को तहे दिल से गले लगाने के लिए उनकी सराहना की। क्लिंटन ने एक चौकस भीड़ से कहा, ""डोनाल्ड ट्रम्प हमारे राष्ट्रपति बनने जा रहे हैं। मुझे उम्मीद है कि वह सभी अमेरिकियों के लिए एक सफल राष्ट्रपति होंगे।"" उनके विरोधियों की जीत की यह स्वीकारोक्ति तालियों की गड़गड़ाहट से हुई। क्लिंटन ने कहा, ""मैं अभी भी अमेरिका में विश्वास करता हूं और हमेशा करूंगा। और यदि आप करते हैं, तो हमें इसे स्वीकार करना चाहिए"" परिणाम। क्लिंटन का यह बयान उनके अक्सर होने वाले चुनाव अभियान को समाप्त कर देता है और दिखाता है कि, उनके शब्दों में सच है, ट्रम्प पहले से ही अमेरिकी राजनीति में एक एकजुट बल साबित हो रहे हैं।",1,Hindi,Politics,test
"अध्यक्षता ट्रम्प एक कार्यकर्ता मधुमक्खी होने का नाटक करता है राष्ट्रपति ट्रम्प ने अंडरकवर बॉस डिस्कवरी मिशन में भाग लेने के लिए सहमति व्यक्त की। ट्रम्प, जिन्हें मैं अपनी शर्ट पर ""आई लव अमेरिका"" बटन बोलता हूं, यह देखकर अंडरकवर हो गया कि लोग वास्तव में उनके बारे में क्या कहते हैं। उन्होंने एक नियमित श्रमिक वर्ग का अनुकरण करने की पूरी कोशिश की। उसने कैफेटेरिया में दूसरों के साथ दोपहर का खाना खाया, मूत्रालय का इस्तेमाल किया और यहां तक कि एक नए दोस्त के घर पर बीयर पी। शीघ्र ही खोजे जाने के बाद ट्रम्प ने पूरी कंपनी के साथ मुलाकात की और महीने भर के लिए नि: शुल्क ल्यूमिच के बाहर, यह कहते हुए विश्वास किया कि वे उस प्रकार के भोजन को नहीं खा सकते।",1,Hindi,Politics,test
"STEM स्टूडेंट्स विनिंग इन्वेंशन बनाएं STREAMWOOD, इल। (एपी) - यह एक छोटा जनरेटर है जो एक छोटे से प्रकाश को बिजली दे सकता है, लेकिन आविष्कार स्ट्रीमवुड हाई स्कूल के छात्रों के समूह के लिए कुछ बड़े लाभांश का भुगतान कर सकता है।",0,Hindi,Education,test
"एल्टन जॉन ने स्टार-स्टडेड पार्टी के साथ 70 वां जन्मदिन मनाया एल्टन जॉन को पता है कि पार्टी कैसे फेंकनी है और शनिवार की रात जब वह 70 साल के हो गए तो निराश नहीं हुए। अंग्रेजी गायक ने अपने दोस्तों के परिवार और कई ए-लिस्टर्स को लॉस एंजिल्स में रेड स्टूडियो के अंदर लाने के लिए इकट्ठा किया। शाम को रोब लोवे द्वारा होस्ट किया गया था और स्टीवी वंडर लेडी गागा रयान एडम्स और अधिक द्वारा प्रदर्शन किया गया था। पार्टी के दौरान एक समय पर वंडर ने लेडी गागा की मदद से ""हैप्पी बर्थडे"" की अपनी प्रतिष्ठित प्रस्तुति दी। अन्य हस्तियों ने पर्व में शिरकत की, जो यूसीएलए में एल्टन जॉन एड्स फाउंडेशन और हैमर संग्रहालय के लिए एक लाभ के रूप में सेवा की। नील पैट्रिक हैरिस जॉन हेम हेदी क्लम डकोटा जॉनसन जेनिफर टिली और कैटी पेरी को पार्टी में स्पॉट किया गया।",0,Hindi,Entertainment,test
राष्ट्रपति ट्रम्प को देखने की कोशिश करने पर महिला को तीन बार गिरफ्तार किया गया (सीएनएन) एक महिला को मंगलवार देर रात गिरफ्तार कर लिया गया जब उसने कथित तौर पर व्हाइट हाउस में प्रवेश पाने का प्रयास किया और पास के दो और लोगों को गिरफ्तार किया गया। पुलिस ने कहा कि उसने उन्हें बताया है कि वह राष्ट्रपति डोनाल्ड ट्रम्प से बात करने के लिए वहां थी।,0,Hindi,Politics,test
"साथी एथलीट राल्फ नाइब्स के साथ चम्मच के लिए लॉरेन जेसका आईडी। इस बहस के बाद कि क्या किसी व्यक्ति को छोटा चम्मच रखने के लिए मजबूर किया जा सकता है, मजिस्ट्रेट ने निर्धारित किया है कि हर किसी को बारी लेनी चाहिए और इस मामले में, ट्रांसजेंडर ने जेसिका को केवल बड़े चम्मच के रूप में पहचानने के लिए अर्हता प्राप्त नहीं की, भले ही शारीरिक वृद्धि की परवाह किए बिना। जिम्मेदार बताते हैं। बर्मिंघम क्राउन कोर्ट ने यह भी कहा कि जबकि कोई भी व्यक्ति जो भी चुने, उसकी पहचान कर सकता है, सभी पक्षों को अभी भी अच्छा खेलना होगा या एक समय का सामना करना होगा। CORPUS CHRISTI, Texas (AP) - पुलिस विभाग ने छात्रों को अनुभव के लिए हाथ मिलाने के लिए स्थानीय प्राथमिक विद्यालय को कई बिजली के झटके देने वाले तस्करों को ऋण दिया कि जब आप अपराध करते हैं तो विज्ञान कैसे भूमिका निभाता है। पांचवीं कक्षा के शिक्षक टेरी गोंजालेज को पता था कि पहली परीक्षा के बाद स्कूल सही रास्ते पर था, जिसे एक परीक्षा में धोखा देते पकड़ा गया था, उसे हाथ में झटका लगा। कॉर्पस क्रिस्टी कॉलर-टाइम्स ने बताया है कि एक छात्र को झटका देना किसी भी नागरिक अधिकारों का उल्लंघन नहीं है क्योंकि सभी माता-पिता ने एक छूट समझौते पर हस्ताक्षर किए हैं। स्कूल ने देखा कि धोखाधड़ी को शून्य कर दिया गया है।",1,Hindi,Sports,test
"हार्वर्ड लॉ, आवेदक पूल में विविधता लाने के लिए आगे बढ़ेगा, जीआरई स्कोर को स्वीकार करेगा हार्वर्ड लॉ स्कूल ने आवेदकों के एक बड़े और अधिक विविध पूल के लिए अपने दरवाजे खोलने के लिए आगे बढ़ते हुए बुधवार को कहा कि यह स्नातक रिकॉर्ड परीक्षा को स्वीकार करेगा, जिसे जीआरई के रूप में जाना जाता है, इसके पतन 2018 कक्षा में प्रवेश करने वाले छात्रों के प्रवेश के लिए।",0,Hindi,Education,test
"बेनेडिक्ट कंबरबैच 5 वें बच्चे का स्वागत करते हैं लोगों ने पुष्टि की कि अभिनेता बेनेडिक्ट कंबरबैच और उनकी प्रेमिका, सोफी हंटर, ने 18 मार्च को एक बेटे, हाल ऑडेन कंबरबैच का स्वागत किया। सोफी के लिए यह पहला बच्चा है और ""डॉक्टर स्ट्रेंज"" स्टार के लिए पांचवां। उनके पिछले चार रिश्तों से बच्चे हैं, हालांकि उन्होंने कभी शादी नहीं की। दंपति के करीबी एक सूत्र ने बताया कि शादी उनके भविष्य में हो सकती है, हालांकि जनता के लिए सगाई की घोषणा नहीं की गई है। यह जोड़ी 2016 में एबीसी के ""डांसिंग विद द स्टार्स"" में मिली थी, जब 44 वर्षीय कंबरबैच को पेशेवर डांसर के साथ जोड़ा गया था। उनके प्रतिनिधि के अनुसार, वे ""इस विशेष अवसर का आनंद लेने के लिए समय ले रहे हैं और भविष्य की योजनाओं पर कोई टिप्पणी नहीं की है।"" इस समय।""",1,Hindi,Entertainment,test
"ट्रम्प का अगला विधायी लक्ष्य: कर सुधार हालांकि वह ओबामाकेयर को रद्द करने और बदलने के अपने वादे पर कम से कम (अब के लिए) विफल हो सकता है, राष्ट्रपति डोनाल्ड ट्रम्प ने देश को आश्वस्त किया कि लड़ाई खत्म नहीं हुई थी, एक बयान उपराष्ट्रपति माइक पेंस द्वारा गूँज रहा था। वह अपने अगले लक्ष्य को समाप्त करने के लिए चला गया - संघीय आयकर को समाप्त करना। ट्वीट की एक श्रृंखला में ट्रम्प ने कहा, ""महान लोग वास्तव में कड़ी मेहनत करते हैं और एक बेकार सरकार को बहुत पैसा खर्च करते हैं।"" ""यह अब 1913 नहीं है - चलो संघीय आयकर को समाप्त करें और लोगों को अमेरिका को फिर से महान बनाने के लिए वे पैसे खर्च करने दें""",1,Hindi,Politics,test
ट्रम्प ने डेमोक्रेट्स स्मार्टर को अपनी पार्टी से बुलाया राष्ट्रपति ट्रम्प और उनके बड़े मस्तिष्क के स्पष्ट होने के बाद अमेरिकी स्वास्थ्य देखभाल अधिनियम एक प्रत्याशित वोट से खींच लिया गया था कि वह वास्तव में ओबामाकरे को पसंद करते हैं। डेमोक्रेट हैरान महसूस कर रहे थे लेकिन हाल के हफ्तों में ट्रम्प और ओबामा के बीच दोस्ताना रिश्ते की याद दिला रहे हैं। राष्ट्रपति का कहना है कि वह पूर्व राष्ट्रपति ओबामा के साथ हर समय बोलते हैं और वे नियमित रूप से एक साथ गोल्फ खेलते हैं। सीक्रेट रिकॉर्डिंग दिखाते हुए ट्रम्प ने कहा कि अमेरिकियों के लिए चिकित्सा देखभाल यह तय करने के लिए डेमोक्रेट के लिए छोड़ दी जाती है क्योंकि वह व्यक्तिगत रूप से गरीब लोगों से संबंधित नहीं है।,1,Hindi,Politics,test
सीएनएन पर पहला: सीमा की दीवार पूछें: 62 मील के लिए 1 बिलियन वाशिंगटन (CNN) ट्रम्प प्रशासन 62 मील की दूरी तय करने वाली पहली 1 बिलियन वॉल फंडिंग चाहता है - जिसमें दक्षिणी सीमा के साथ कुछ मौजूदा बाड़ लगाना शामिल है।,0,Hindi,Politics,test
"एडी लेसी एक साल के सौदे पर फिलाडेल्फिया ईगल्स में शामिल हो गया। एडी लैसी ने फिलाडेल्फिया ईगल्स के साथ इस सप्ताह की शुरुआत में 1 साल का करार किया था। यह सौदा प्रति वर्ष 2 मिलियन के लिए था। लैसी और जमाल चार्ल्स ने पहले सिएटल सीहॉक का दौरा किया था और सिएटल को लेसी के लिए एक संभावित लैंडिंग स्पॉट होने की अफवाह थी। हालांकि, ईपीएस ने एनएफएल के अंदरूनी सूत्र इयान रापोपोर्ट के अनुसार लेसी को बेहतर सौदा देने के लिए आखिरी समय में झपट्टा मारा। फिलाडेल्फिया की अग्रणी भीड़ पिछले दो सत्रों से घायल हो गई है और उनके पास रोस्टर पर दो अन्य अनुभवहीन दौड़ रहे हैं। एक साल का सौदा लेसी को यह साबित करने का अवसर देता है कि वह अपने पुराने रूप को फिर से हासिल कर सकता है और एक प्रभावी शुरुआत बन सकता है। सौदा फिलाडेपिया के रोस्टर में एक छेद को भरने के लिए लगता है।",1,Hindi,Sports,test
"फलों के आकार का सेंसर 'ताजगी में सुधार कर सकता है' एक नए फल के आकार का सेंसर, कार्गो कंपनियों को फल के संक्रमण को बनाए रखने में मदद कर सकता है, शोधकर्ताओं का कहना है।",0,Hindi,Technology,test
"मो फराह: डॉक्टर जिन्होंने सांसदों का सामना करने के लिए विवादास्पद पूरक जलसेक दिया विवादित आसव के साथ मो फराह का इलाज करने वाले डॉक्टर को सांसदों को सबूत देने के लिए बुलाया गया है। एक प्रमुख दौड़ से पहले 2014 में फराह को दिए गए कानूनी पूरक एल-कार्निटाइन के जलसेवा को अमेरिकी एंटी डोपिंग एजेंसी (उसाडा) द्वारा यह देखने के लिए निर्धारित किया जा रहा है कि क्या नियम तोड़े गए थे। डॉ। रॉबिन चक्रवती ने फराह के अमेरिकी कोच अल्बर्टो सालाजार के निर्देश पर इलाज किया। वह 19 अप्रैल को संस्कृति मीडिया और खेल समिति के सामने पेश होंगे। सांसदों ने खेल में डोपिंग में उनकी चल रही जांच के हिस्से के रूप में ब्रिटेन के एथलेटिक्स के प्रमुख धीरज बैरी फ्यूड के साथ बात करने को भी कहा है। फ्रॉड फराह और डॉ। जॉन रोजर्स के साथ मिलकर काम करता है, जो कि ब्रिटिश एथलेटिक्स टीम के लिए एक दवा है, जिसने कथित तौर पर सालज़ार के तरीकों के बारे में चिंता जताई थी।",0,Hindi,Sports,test
"श्वेत राष्ट्रवादी सहानुभूति रखने वाले फ्राइडमैन ने इसराइल में अमेरिकी राजदूत के रूप में पुष्टि की। इज़राइल में राजदूत डेविड फ्राइडमैन के लिए राष्ट्रपति डोनाल्ड ट्रम्प की पसंद की पुष्टि गुरुवार को सीनेट ने की, जो डेमोक्रेट के मजबूत विरोध को खत्म कर रही थी। फ्रीडमैन के श्वेत राष्ट्रवाद के संबंधों के बावजूद, फ्रीडमैन को एक असामान्य कदम के रूप में एक रोल कॉल वोट में 52-46 स्वीकृत किया गया था। इजरायल में अमेरिकी राजदूत, एक देश जिसने लंबे समय से कांग्रेस में मजबूत द्विदलीय समर्थन का आनंद लिया है, पारंपरिक रूप से ध्वनि मत से या सर्वसम्मति से अनुमोदित किया गया है। फ्रीडमैन के पास कोई राजनयिक अनुभव नहीं है, पहले ट्रम्प के दिवालियापन वकील थे। अतीत में, उन्होंने व्हाइट नेशनलिस्ट समूहों के साथ अपनी भागीदारी को कम कर दिया।",1,Hindi,Politics,test
"रोरी McIlroy: Muirfield महिलाओं की सदस्यता गाथा 'अश्लील' था हे ने आखिरकार महिलाओं को सदस्य के रूप में स्वीकार करने के लिए मतदान किया लेकिन रोरी मैकलियारो का कहना है कि मुइरफील्ड के गोल्फरों के लिए इस मुद्दे पर एक दूसरे मतपत्र की आवश्यकता ""अश्लील"" और ""भयावह"" थी। एडिनबर्ग गोल्फर्स की माननीय कंपनी ने ईस्ट लोथियन लिंक पर आधारित क्लब ने इस सप्ताह महिलाओं को स्वीकार करने के पक्ष में 80.2% मतदान किया, जिन्होंने पिछले महीने अपनी पुरुष-एकमात्र नीति को बदलने के खिलाफ फैसला सुनाया। परिणामस्वरूप कोर्स को ब्रिटिश ओपन रोटा से हटा दिया गया था लेकिन इस सप्ताह फिर से बहाल कर दिया गया। ""इस दिन और उम्र में जहां आपको ऐसी महिलाएं मिली हैं, जो कुछ उद्योगों के नेताओं की तरह हैं और ऐसी महिलाएं हैं जो राज्य की प्रमुख हैं और गोल्फ कोर्स में शामिल नहीं हो पाती हैं? मेरा मतलब है कि यह अश्लील है। यह हास्यास्पद है McIlroy ने एक समाचार सम्मेलन को बताया। फ्लोरिडा में अर्नोल्ड पामर इंविटेशनल इवेंट से आगे। इसलिए उन्होंने देखा समझ की तरह। मुझे अभी भी लगता है कि यह इस चरण के लिए भयावह है। """,0,Hindi,Sports,test
"लेब्रोन जेम्स ने विजार्ड्स के खिलाफ मूर्खतापूर्ण दिखने वाले धूप का चश्मा पहनने की कोशिश की लेब्रोन जेम्स ने शुक्रवार को शार्लोट होर्नेट्स के खिलाफ एक खरोंच कॉर्निया का सामना किया, जिसने वाशिंगटन विजार्ड्स के साथ शनिवार के मैच से पहले एक साहसिक और स्पष्ट रूप से अवैध निर्णय लिया। अपनी आंख की रक्षा के लिए जो क्लीवलैंड कैवेलियर्स स्टार को प्रकाश में लाने के लिए कथित रूप से संवेदनशील थी, ने खेल में हास्यास्पद दिखने वाले धूप का चश्मा दान करने की कोशिश की। हालाँकि जब 32 वर्षीय खिलाड़ी टीम के खिलाड़ी रिचर्ड जेफरसन के स्नैपचैट के लिए खेल से पहले ही मॉडलिंग कर रहे थे, तब एनबीए ने कथित तौर पर किबोश को जेम्स की अत्यधिक संदिग्ध पसंद पर लगा दिया। CSN के क्रिस मिलर के अनुसार लीग ने ""शेड्स को मंजूरी नहीं दी"" जो कि ओक्लेयस की एक मानक जोड़ी की तरह एक बहुत ही भयानक दिखती है।",0,Hindi,Sports,test
"बेट्सी डेवोस की एजुकेशन हियरिंग ब्रिज़्म क्रिएटिविटी एक कदम क्लोजर टू पब्लिक स्कूल करिकुलम। वाशिंगटन - शिक्षा सचिव के रूप में मंगलवार को अपनी पुष्टि की सुनवाई में, बेट्सी डेवोस ने सार्वजनिक स्कूलों में सृजनवाद सिखाने की अपनी योजना को रेखांकित किया। बेट्सी डेवोस ने समझाया कि कैसे वह रूढ़िवादी ईसाई निर्माणवाद के साथ डार्विनियन इवोल्यूशन को बदलने के लिए अपनी योजना को लागू करेगी। बेट्सी डेवोस ने तर्क दिया कि छात्र अपने विज्ञान कक्षाओं में सच्चाई सुनने के लायक हैं। सुनवाई जल्दी से एक गर्म और पक्षपातपूर्ण बहस बन गई जिसने शिक्षा में सार्वजनिक धन खर्च करने के लिए देश के धार्मिक विभाजन को प्रतिबिंबित किया।",1,Hindi,Education,test
